FIPS,NAME,NAME_,MEDHHINC,FOODCPI,FOODHOME,URBANPROP,POVPROP,LAPOPHALF,LAPOP1,MEATALTPCT,Geo Point,STUSAB,LAT,LONG
12017,Citrus,"Citrus, Florida",54802,247.8,317103.6,0.6548170365134208,0.19780800560220388,91.33481481481482,78.32384615384616,0.22065462753950338,"28.8475696914, -82.5201067311",FL,28.8475696914,-82.5201067311
12019,Clay,"Clay, Florida",80638,247.8,392770.7,0.8496894860098839,0.11957619709824563,83.97533333333334,59.31333333333333,0.23341391351060972,"29.9830664456, -81.8578845259",FL,29.9830664456,-81.8578845259
12021,Collier,"Collier, Florida",76581,247.8,800073.9,0.9140156611661847,0.1433630782078842,74.98602739726027,38.90523076923077,0.22110155245723326,"26.0992389901, -81.3809730552",FL,26.0992389901,-81.3809730552
12023,Columbia,"Columbia, Florida",52672,247.8,116972.1,0.3841228483521357,0.23175430329572858,85.46,80.14363636363636,0.22703412073490814,"30.2242399397, -82.6215388925",FL,30.2242399397,-82.6215388925
12027,DeSoto,"Desoto, Florida",49653,247.8,57205.0,0.5426350481892906,0.24714409517056646,84.29,65.14333333333333,0.27416173570019725,"27.1863023348, -81.8094429515",FL,27.1863023348,-81.8094429515
12029,Dixie,"Dixie, Florida",48832,247.8,29185.7,0.23872569300786098,0.19144157456114427,91.32333333333332,82.27666666666666,0.2129793510324484,"29.5812415277, -83.1870324531",FL,29.5812415277,-83.1870324531
12031,Duval,"Duval, Florida",67528,247.8,1669320.6,0.9705872261494937,0.19036840567564955,71.75734104046244,36.72158620689655,0.2598301535597953,"30.3354403303, -81.6480093213",FL,30.3354403303,-81.6480093213
12033,Escambia,"Escambia, Florida",60827,247.8,545082.3,0.9159620243664474,0.16800090060791034,81.67070422535211,49.17,0.23395170789163722,"30.6143960313, -87.3413643298",FL,30.6143960313,-87.3413643298
12035,Flagler,"Flagler, Florida",67154,247.8,222159.2,0.896491891148983,0.15132799615173173,90.64349999999999,69.8475,0.21216407355021216,"29.4711426482, -81.2929913884",FL,29.4711426482,-81.2929913884
12037,Franklin,"Franklin, Florida",55881,247.8,21764.4,0.32305062672961093,0.17450756959140484,72.895,58.51,0.22095238095238096,"29.8116835857, -84.8004565948",FL,29.8116835857,-84.8004565948
12039,Gadsden,"Gadsden, Florida",49609,247.8,57888.0,0.3553833015831308,0.29678775537016355,89.80888888888889,79.27333333333334,0.2812676853423882,"30.5794688821, -84.6135993294",FL,30.5794688821,-84.6135993294
12041,Gilchrist,"Gilchrist, Florida",50104,247.8,33273.8,0.16178670656123104,0.25416755717033557,91.522,85.22200000000001,0.22396914862058737,"29.7258227162, -82.8003665306",FL,29.7258227162,-82.8003665306
12043,Glades,"Glades, Florida",46879,247.8,22617.9,0.2891453971895612,0.3052767421852595,100.0,99.98333333333333,0.2490842490842491,"26.9564459351, -81.1890293853",FL,26.9564459351,-81.1890293853
12045,Gulf,"Gulf, Florida",54908,247.8,27272.2,0.27221224264197874,0.1793560867762885,92.64999999999999,76.47333333333334,0.23328488372093023,"29.9086211231, -85.2610062794",FL,29.9086211231,-85.2610062794
12047,Hamilton,"Hamilton, Florida",51994,247.8,20259.1,0.35241193162156553,0.21011834729046994,94.36666666666667,89.14,0.27563025210084036,"30.4964266893, -82.9479591393",FL,30.4964266893,-82.9479591393
12049,Hardee,"Hardee, Florida",44539,247.8,36331.0,0.5264310639245675,0.2902962358007276,91.09666666666668,81.92,0.242914979757085,"27.4927094815, -81.8100059395",FL,27.4927094815,-81.8100059395
12051,Hendry,"Hendry, Florida",48215,247.8,64882.8,0.6325981966550092,0.357266909333143,82.355,61.77,0.27556257402289774,"26.5534898513, -81.1659012496",FL,26.5534898513,-81.1659012496
12053,Hernando,"Hernando, Florida",56383,221.1,377108.3,0.8051498905852288,0.18219472258637134,89.27204545454546,62.49181818181818,0.24249422632794457,"28.5561708513, -82.4684895116",FL,28.5561708513,-82.4684895116
12055,Highlands,"Highlands, Florida",48729,247.8,210072.3,0.7891082725174505,0.2141528915966622,83.92,66.7212,0.24473118279569891,"27.3433797347, -81.3410379056",FL,27.3433797347,-81.3410379056
12057,Hillsborough,"Hillsborough, Florida",67854,221.1,2617124.8,0.964794554018651,0.18576266815078255,72.45951298701299,46.00555084745763,0.2705554617592436,"27.9062278359, -82.346916153",FL,27.9062278359,-82.346916153
12059,Holmes,"Holmes, Florida",47442,247.8,33475.5,0.21179515809775162,0.24224737349642186,94.55,89.2325,0.24040582267313632,"30.8678906078, -85.8141023534",FL,30.8678906078,-85.8141023534
12061,Indian River,"Indian River, Florida",63803,247.8,338492.4,0.9509180047788246,0.16496230175925122,81.2551724137931,50.84464285714285,0.23117272386661672,"27.6963908471, -80.5740896149",FL,27.6963908471,-80.5740896149
12063,Jackson,"Jackson, Florida",53968,247.8,71182.5,0.23876380628717078,0.1513806287170773,90.19636363636363,78.25909090909092,0.24304047384007899,"30.7953911236, -85.2154596916",FL,30.7953911236,-85.2154596916
12065,Jefferson,"Jefferson, Florida",56925,247.8,23289.2,0.0,0.21892497200447927,90.16666666666667,82.01666666666667,0.23101433882103026,"30.4234582107, -83.9004744786",FL,30.4234582107,-83.9004744786
12067,Lafayette,"Lafayette, Florida",59330,247.8,13568.7,0.0,0.21250751653638003,91.66499999999999,87.035,0.23454545454545456,"29.9855183221, -83.1810673054",FL,29.9855183221,-83.1810673054
12069,Lake,"Lake, Florida",63743,247.8,710367.2,0.8071529242156905,0.14808279898437837,87.09892857142857,65.19267857142857,0.23517999568872602,"28.7614688332, -81.7113031676",FL,28.7614688332,-81.7113031676
12071,Lee,"Lee, Florida",67294,247.8,1555411.9,0.9415277118538328,0.15810813070563703,80.14042424242425,50.08141935483871,0.23173287605982662,"26.5756896561, -81.9154527285",FL,26.5756896561,-81.9154527285
12073,Leon,"Leon, Florida",64894,247.8,501692.3,0.8762176813445104,0.20395228455361875,75.93102941176471,54.88843137254902,0.24140375753278978,"30.458037893, -84.2778815189",FL,30.458037893,-84.2778815189
12075,Levy,"Levy, Florida",48331,247.8,78513.3,0.07830705553030122,0.21841280474675215,91.05777777777777,79.6588888888889,0.23595299302240177,"29.2822055783, -82.7886132018",FL,29.2822055783,-82.7886132018
12077,Liberty,"Liberty, Florida",56110,247.8,10810.8,0.0,0.17145240081019897,96.62,90.965,0.21630615640599002,"30.2413631478, -84.8829111582",FL,30.2413631478,-84.8829111582
12079,Madison,"Madison, Florida",47763,247.8,26008.5,0.20049665299071476,0.2631721010580868,89.062,79.88,0.2606741573033708,"30.4441430277, -83.4701228264",FL,30.4441430277,-83.4701228264
12081,Manatee,"Manatee, Florida",65979,247.8,815460.8,0.9419224880758436,0.1567634011816201,74.31217948717949,46.481846153846156,0.24066390041493776,"27.4775188749, -82.3575458711",FL,27.4775188749,-82.3575458711
12083,Marion,"Marion, Florida",54757,247.8,690816.9,0.6902372769350352,0.20633695437273686,89.40245901639345,68.21883333333334,0.23327025632203682,"29.2102022904, -82.0566756823",FL,29.2102022904,-82.0566756823
12085,Martin,"Martin, Florida",70665,247.8,344110.6,0.9158044202988023,0.14364119027040376,80.85588235294118,51.001176470588234,0.22515428814641414,"27.0816164392, -80.3984639525",FL,27.0816164392,-80.3984639525
12086,Miami-Dade,"Miami-Dade, Florida",60926,260.6,4308502.8,0.9959180613657811,0.22275633016518842,46.304642032332566,23.7851875,0.32505870513250584,"25.6089674858, -80.4986673175",FL,25.6089674858,-80.4986673175
12087,Monroe,"Monroe, Florida",75618,247.8,157928.8,0.9132029669588672,0.12811867835468643,73.18857142857144,58.92307692307692,0.25191570881226055,"25.0467803277, -81.1856924179",FL,25.0467803277,-81.1856924179
12089,Nassau,"Nassau, Florida",79176,247.8,176912.7,0.5172045046951756,0.13207757343521995,93.24000000000001,79.07166666666667,0.19382022471910113,"30.6105780997, -81.7714179132",FL,30.6105780997,-81.7714179132
12091,Okaloosa,"Okaloosa, Florida",72559,247.8,408225.2,0.8784529084566796,0.1421655510511926,82.72268292682926,49.245999999999995,0.2040141676505313,"30.6650297247, -86.5921750794",FL,30.6650297247,-86.5921750794
12093,Okeechobee,"Okeechobee, Florida",48298,247.8,67506.5,0.6301564050465435,0.3202287010348249,87.68,76.11727272727272,0.23103448275862068,"27.3863036127, -80.888585011",FL,27.3863036127,-80.888585011
12095,Orange,"Orange, Florida",65634,247.8,2352381.2,0.9792066838727229,0.17956750990660764,66.8670588235294,33.168125,0.2994804759510642,"28.5144162588, -81.3234735281",FL,28.5144162588,-81.3234735281
12097,Osceola,"Osceola, Florida",59687,247.8,597051.6,0.9211661126583416,0.17437786362411284,76.0490243902439,50.658648648648644,0.2961269499731038,"28.0626646156, -81.1494997552",FL,28.0626646156,-81.1494997552
12099,Palm Beach,"Palm Beach, Florida",72710,260.6,2905417.1,0.9894616233720408,0.1614477435264448,64.92384848484848,32.430544554455444,0.2648609133930976,"26.6475645688, -80.4365110484",FL,26.6475645688,-80.4365110484
12101,Pasco,"Pasco, Florida",61296,221.1,1085648.9,0.9052985627235987,0.12659095167146947,82.18325757575758,54.09384615384615,0.22908093278463648,"28.3067419076, -82.438869799",FL,28.3067419076,-82.438869799
12103,Pinellas,"Pinellas, Florida",63849,221.1,2072353.2,0.9971467029417738,0.13324774802815334,65.46086776859505,30.3836,0.2529199869009933,"27.9026762041, -82.7395539464",FL,27.9026762041,-82.7395539464
12105,Polk,"Polk, Florida",60543,247.8,1253338.9,0.8647511383262678,0.19667410759999182,81.41435064935065,64.11111940298507,0.26625722543352603,"27.9488714857, -81.6976853961",FL,27.9488714857,-81.6976853961
12107,Putnam,"Putnam, Florida",47720,247.8,130002.2,0.4364364364364364,0.2599265932599266,91.533125,81.16375,0.22995564653701808,"29.6086348479, -81.7443041288",FL,29.6086348479,-81.7443041288
12109,St Johns,"St Johns, Florida",88215,247.8,550331.8,0.7597553039177405,0.10728324129339357,86.65179487179488,58.739230769230765,0.2198977219897722,"29.9121811706, -81.4098866827",FL,29.9121811706,-81.4098866827
12111,St Lucie,"St Lucie, Florida",61719,247.8,583317.7,0.9667362485428471,0.18784094366277793,81.25697674418605,53.525128205128205,0.23802860696517414,"27.3808664203, -80.4456030776",FL,27.3808664203,-80.4456030776
12113,Santa Rosa,"Santa Rosa, Florida",78428,247.8,333406.2,0.789660429214038,0.11128109332560361,85.96,63.4684,0.21660547867833946,"30.6929040291, -87.0184494886",FL,30.6929040291,-87.0184494886
12115,Sarasota,"Sarasota, Florida",68697,247.8,977690.0,0.9560205430808684,0.11668634350972462,70.09329787234041,34.62518518518518,0.2302731411229135,"27.1824778115, -82.3649735213",FL,27.1824778115,-82.3649735213
12117,Seminole,"Seminole, Florida",76848,247.8,893545.5,0.9680304258949538,0.136099285388475,69.58186046511628,37.20102941176471,0.2615077926785067,"28.7169755783, -81.2363275276",FL,28.7169755783,-81.2363275276
12119,Sumter,"Sumter, Florida",65163,247.8,303108.6,0.6729904993946056,0.1187761378070612,87.67526315789473,72.55421052631579,0.21519721577726217,"28.7048225353, -82.0809953636",FL,28.7048225353,-82.0809953636
12121,Suwannee,"Suwannee, Florida",47551,247.8,63055.2,0.1690960134755755,0.25131948343627175,95.37428571428572,86.31428571428572,0.21878025169409487,"30.1956117481, -82.9914923725",FL,30.1956117481,-82.9914923725
12123,Taylor,"Taylor, Florida",48212,247.8,35031.7,0.3166713078993781,0.19460688758934372,95.8375,82.8575,0.23370429252782193,"30.0195666061, -83.6189726465",FL,30.0195666061,-83.6189726465
12125,Union,"Union, Florida",59170,247.8,17560.2,0.3293105747432991,0.13435124683291105,95.14666666666666,90.61,0.23501199040767387,"30.0438391148, -82.3714410129",FL,30.0438391148,-82.3714410129
12127,Volusia,"Volusia, Florida",60519,247.8,1078187.7,0.9000112837909239,0.1891879790014024,77.25672566371682,46.58166666666666,0.24788600062637017,"29.0634475051, -81.1485743573",FL,29.0634475051,-81.1485743573
12129,Wakulla,"Wakulla, Florida",73819,247.8,57189.2,0.37535841769559364,0.15761601029902275,96.025,87.96000000000001,0.21599264705882354,"30.1477719789, -84.3756074885",FL,30.1477719789,-84.3756074885
12131,Walton,"Walton, Florida",61719,247.8,148409.8,0.3679456742310702,0.1769831690916084,92.84181818181818,83.19181818181818,0.21417843196155,"30.6184688458, -86.1715163089",FL,30.6184688458,-86.1715163089
12133,Washington,"Washington, Florida",51967,247.8,41774.1,0.15515900785319958,0.21961744809890366,92.57428571428571,82.53428571428572,0.22619734564339297,"30.6105923313, -85.6653287163",FL,30.6105923313,-85.6653287163
13001,Appling,"Appling, Georgia",50348,247.8,31708.6,0.28528756856568727,0.1993700103187965,96.322,86.076,0.2614802809292274,"31.7492803518, -82.288983582",GA,31.7492803518,-82.288983582
13003,Atkinson,"Atkinson, Georgia",36472,247.8,12311.8,0.0,0.36164751894402347,97.66000000000001,93.09666666666668,0.3172737955346651,"31.2971083422, -82.8799928978",GA,31.2971083422,-82.8799928978
13005,Bacon,"Bacon, Georgia",45714,247.8,19246.9,0.3052697503802451,0.20094837612955177,95.99666666666667,80.83333333333333,0.2559366754617414,"31.5536748311, -82.4526850982",GA,31.5536748311,-82.4526850982
13007,Baker,"Baker, Georgia",35956,247.8,4390.0,0.0,0.3256198347107438,100.0,99.45,0.2589641434262948,"31.326183927, -84.4446694741",GA,31.326183927,-84.4446694741
13009,Baldwin,"Baldwin, Georgia",50671,247.8,56811.5,0.6515582625705775,0.3046281065220291,89.52666666666667,65.95666666666666,0.29510268562401265,"33.0692757535, -83.2495906334",GA,33.0692757535,-83.2495906334
13011,Banks,"Banks, Georgia",57224,247.8,33654.8,0.061744342254831046,0.19184664668802315,100.0,99.7475,0.2538265306122449,"34.3541370113, -83.4973801652",GA,34.3541370113,-83.4973801652
13013,Barrow,"Barrow, Georgia",71509,251.1,138070.3,0.6983900161951033,0.13038249023530532,87.45222222222222,69.2188888888889,0.23687752355316286,"33.9931962064, -83.7127549805",GA,33.9931962064,-83.7127549805
13015,Bartow,"Bartow, Georgia",68338,251.1,181846.6,0.6469724668993407,0.1628256975606153,94.62666666666668,83.08533333333334,0.24658425504229017,"34.2376620909, -84.8403384771",GA,34.2376620909,-84.8403384771
13017,Ben Hill,"Ben Hill, Georgia",44173,247.8,25597.7,0.660741096630833,0.3554741456969551,91.86800000000001,72.224,0.2944194996792816,"31.7597819469, -83.2204589709",GA,31.7597819469,-83.2204589709
13019,Berrien,"Berrien, Georgia",45175,247.8,33336.0,0.23914159564637028,0.26948351986856967,87.67666666666666,78.79166666666667,0.27492447129909364,"31.2760599041, -83.229622",GA,31.2760599041,-83.229622
13021,Bibb,"Bibb, Georgia",53567,247.8,224824.9,0.8556751403963673,0.2522378724901299,82.05818181818182,42.773250000000004,0.2759555785123967,"32.8064982238, -83.6974200138",GA,32.8064982238,-83.6974200138
13023,Bleckley,"Bleckley, Georgia",48885,247.8,21540.3,0.48678311949296643,0.18124903385376412,97.49666666666667,80.32000000000001,0.27805222300635146,"32.4344414462, -83.3278388255",GA,32.4344414462,-83.3278388255
13025,Brantley,"Brantley, Georgia",50793,247.8,33552.4,0.0053726983464608006,0.2597673569453863,97.19333333333333,91.51333333333332,0.2517694641051567,"31.1968761426, -81.9818955745",GA,31.1968761426,-81.9818955745
13027,Brooks,"Brooks, Georgia",50108,247.8,24986.6,0.28813338543701966,0.26833398462941255,86.32000000000001,74.806,0.2590843023255814,"30.8419677363, -83.5802119065",GA,30.8419677363,-83.5802119065
13029,Bryan,"Bryan, Georgia",87059,247.8,70190.8,0.47324168558668694,0.12966243357201668,90.23166666666667,75.66833333333334,0.2349344978165939,"32.013224335, -81.4424722248",GA,32.013224335,-81.4424722248
13031,Bulloch,"Bulloch, Georgia",47361,247.8,115704.6,0.520211550876496,0.294594527486716,88.4575,59.854166666666664,0.2902290518991012,"32.3968141786, -81.7431781429",GA,32.3968141786,-81.7431781429
13033,Burke,"Burke, Georgia",45234,247.8,32159.6,0.2504915102770331,0.33351206434316355,89.26833333333333,74.56833333333333,0.3011011699931177,"33.0611535027, -82.0007811537",GA,33.0611535027,-82.0007811537
13035,Butts,"Butts, Georgia",69296,251.1,36099.5,0.21896941568487446,0.15998254591614106,95.03333333333335,82.85000000000001,0.23275261324041813,"33.2878507429, -83.9571695116",GA,33.2878507429,-83.9571695116
13037,Calhoun,"Calhoun, Georgia",37357,247.8,6257.3,0.0,0.2697411003236246,88.24000000000001,78.145,0.30306674684305474,"31.5291972743, -84.6245076946",GA,31.5291972743,-84.6245076946
13039,Camden,"Camden, Georgia",72537,247.8,90036.8,0.6873440544921413,0.14005500209445063,94.463,80.002,0.2478134110787172,"30.9224883015, -81.6363849358",GA,30.9224883015,-81.6363849358
13043,Candler,"Candler, Georgia",50070,247.8,17209.4,0.32887453874538747,0.27223247232472325,89.83666666666666,77.25333333333333,0.2750759878419453,"32.403442782, -82.0736728222",GA,32.403442782,-82.0736728222
13045,Carroll,"Carroll, Georgia",63949,251.1,189707.0,0.5822902332675697,0.1846577250194804,93.52176470588235,75.75294117647059,0.2415966386554622,"33.5827978515, -85.0797630545",GA,33.5827978515,-85.0797630545
13047,Catoosa,"Catoosa, Georgia",64027,247.8,125977.3,0.7178158041999234,0.13016522840397018,88.23181818181818,68.65636363636364,0.23263473053892217,"34.9036574214, -85.1382470065",GA,34.9036574214,-85.1382470065
13049,Charlton,"Charlton, Georgia",53727,247.8,13143.1,0.4941976494936802,0.16246581417695322,91.845,80.14,0.2535211267605634,"30.7817272016, -82.1376881412",GA,30.7817272016,-82.1376881412
13051,Chatham,"Chatham, Georgia",64540,247.8,471805.3,0.9550946574793908,0.17666979660033968,74.9340579710145,47.88415094339623,0.26909569798068483,"31.9739511211, -81.0939703133",GA,31.9739511211,-81.0939703133
13053,Chattahoochee,"Chattahoochee, Georgia",64097,247.8,12907.6,0.6792779651745829,0.15944935727960616,100.0,100.0,0.26652452025586354,"32.346971275, -84.7870462059",GA,32.346971275,-84.7870462059
13055,Chattooga,"Chattooga, Georgia",46073,247.8,43369.1,0.41163202835508295,0.23038504913806993,91.13166666666666,72.73166666666667,0.27162629757785467,"34.4750152607, -85.3452913609",GA,34.4750152607,-85.3452913609
13057,Cherokee,"Cherokee, Georgia",92659,251.1,481400.6,0.8278095661778241,0.09747192734859177,83.37423076923076,61.89416666666667,0.23726467331118495,"34.2439383654, -84.4761934266",GA,34.2439383654,-84.4761934266
13059,Clarke,"Clarke, Georgia",45370,247.8,190862.4,0.9414727416872639,0.3019167094156601,80.37766666666667,48.37777777777778,0.25146771037182,"33.9511687467, -83.3673290793",GA,33.9511687467,-83.3673290793
13061,Clay,"Clay, Georgia",34035,247.8,4156.0,0.0,0.5187411598302687,78.52,60.29,0.30779137153895686,"31.6262755156, -84.9801029119",GA,31.6262755156,-84.9801029119
13063,Clayton,"Clayton, Georgia",60600,251.1,362275.0,0.9909441567682215,0.25664123540766615,76.50571428571429,42.05533333333334,0.31751937984496126,"33.5419006063, -84.3576542517",GA,33.5419006063,-84.3576542517
13065,Clinch,"Clinch, Georgia",46611,247.8,10673.3,0.3939074046146886,0.21354245211883577,90.225,58.655,0.3033067274800456,"30.9149468971, -82.7062370645",GA,30.9149468971,-82.7062370645
13067,Cobb,"Cobb, Georgia",88717,251.1,1340341.2,0.9975047213299048,0.13999432652428695,75.9365,40.465405405405406,0.2460706439073855,"33.9414815247, -84.5766842461",GA,33.9414815247,-84.5766842461
13069,Coffee,"Coffee, Georgia",48969,247.8,63017.4,0.33116853208051217,0.23278522407995947,88.58999999999999,75.56888888888889,0.2985633978763273,"31.5492717947, -82.8492009827",GA,31.5492717947,-82.8492009827
13071,Colquitt,"Colquitt, Georgia",46904,247.8,70584.4,0.4108557585281215,0.2872389183526485,82.85,68.587,0.2611665790856542,"31.1883904668, -83.7688482856",GA,31.1883904668,-83.7688482856
13073,Columbia,"Columbia, Georgia",92014,247.8,284676.5,0.8364734820149358,0.08574761319116025,80.0165,48.352,0.24422965954991344,"33.5441179101, -82.2640527023",GA,33.5441179101,-82.2640527023
13075,Cook,"Cook, Georgia",52043,247.8,27115.4,0.40546631226164337,0.24823760545475557,87.4075,78.35249999999999,0.24248004910988336,"31.1539910285, -83.4304650673",GA,31.1539910285,-83.4304650673
13077,Coweta,"Coweta, Georgia",82867,251.1,256917.5,0.6715521512647803,0.13259102534917042,92.649,78.6315,0.2579979360165119,"33.3534616689, -84.7633607428",GA,33.3534616689,-84.7633607428
13079,Crawford,"Crawford, Georgia",57550,247.8,21229.4,0.0,0.1817013414732107,100.0,100.0,0.2586989409984871,"32.7145016626, -83.9863423246",GA,32.7145016626,-83.9863423246
13081,Crisp,"Crisp, Georgia",48557,247.8,34856.6,0.528293446656229,0.3775441735629613,84.31333333333333,60.23333333333333,0.29823889739663095,"31.9229299181, -83.768102221",GA,31.9229299181,-83.768102221
13083,Dade,"Dade, Georgia",59720,247.8,29577.4,0.2772651266489131,0.18244875209017156,91.53,80.5975,0.23452768729641693,"34.854520662, -85.5045272078",GA,34.854520662,-85.5045272078
13085,Dawson,"Dawson, Georgia",75945,251.1,52388.3,0.1996516602930597,0.1387300745901329,91.44333333333333,79.82333333333334,0.2257617728531856,"34.4442980744, -84.1706356875",GA,34.4442980744,-84.1706356875
13087,Decatur,"Decatur, Georgia",44078,247.8,39129.2,0.43374223837649556,0.3338255338482508,83.59,74.36142857142856,0.2642792384406165,"30.8783441069, -84.5790701498",GA,30.8783441069,-84.5790701498
13089,DeKalb,"Dekalb, Georgia",71838,251.1,1218034.7,0.9973262313824043,0.21569805117830218,68.41267605633803,35.37183673469388,0.2986473818133119,"33.7715468713, -84.226432416",GA,33.7715468713,-84.226432416
13091,Dodge,"Dodge, Georgia",50683,247.8,33213.5,0.27951971221622673,0.19089981041271692,92.60833333333333,79.33666666666666,0.295177222545032,"32.1721824488, -83.168399978",GA,32.1721824488,-83.168399978
13093,Dooly,"Dooly, Georgia",44839,247.8,18407.8,0.4658189977561705,0.2550486163051608,85.14333333333333,72.73333333333333,0.29891956782713086,"32.1571759799, -83.7987668507",GA,32.1571759799,-83.7987668507
13095,Dougherty,"Dougherty, Georgia",45725,247.8,120624.2,0.8603295253346566,0.37042842804461334,88.93814814814814,65.71000000000001,0.3035892876986332,"31.5333740309, -84.2162536823",GA,31.5333740309,-84.2162536823
13097,Douglas,"Douglas, Georgia",75616,251.1,217083.2,0.8422605692217735,0.16779531949033846,86.467,59.89149999999999,0.26929982046678635,"33.701828378, -84.7679728373",GA,33.701828378,-84.7679728373
13099,Early,"Early, Georgia",42913,247.8,15068.3,0.3408018867924528,0.2873427672955975,89.674,73.598,0.2787794729542302,"31.3228327133, -84.9036434233",GA,31.3228327133,-84.9036434233
13101,Echols,"Echols, Georgia",41630,247.8,6110.4,0.0,0.2399103139013453,100.0,100.0,0.25738396624472576,"30.7100896074, -82.8939351883",GA,30.7100896074,-82.8939351883
13103,Effingham,"Effingham, Georgia",84848,247.8,110725.4,0.3285043491648064,0.10210145485336002,97.233,88.87,0.23335167859108422,"32.3673093945, -81.3413404834",GA,32.3673093945,-81.3413404834
13105,Elbert,"Elbert, Georgia",47678,247.8,31492.2,0.2935951379149135,0.1888213599293543,97.508,90.99199999999999,0.26004228329809725,"34.1167932846, -82.8400954979",GA,34.1167932846,-82.8400954979
13107,Emanuel,"Emanuel, Georgia",42966,247.8,33545.1,0.3271225171383371,0.32993496220776936,93.44333333333333,78.83666666666666,0.2675898203592814,"32.5897619047, -82.301708462",GA,32.5897619047,-82.301708462
13109,Evans,"Evans, Georgia",50267,247.8,16190.9,0.3884359478961672,0.3130915565551495,89.71666666666665,71.98,0.28678839957035446,"32.1567629596, -81.8868846224",GA,32.1567629596,-81.8868846224
13111,Fannin,"Fannin, Georgia",49072,247.8,54102.9,0.0,0.2388274503863051,94.394,87.724,0.21095890410958903,"34.8641146532, -84.3198525836",GA,34.8641146532,-84.3198525836
13113,Fayette,"Fayette, Georgia",108616,251.1,208846.8,0.8182007931538301,0.08814269811452029,86.1765,60.548500000000004,0.256140350877193,"33.4139430365, -84.4941911259",GA,33.4139430365,-84.4941911259
13115,Floyd,"Floyd, Georgia",56337,247.8,164355.1,0.631945781118619,0.256141666075716,86.8135,65.2025,0.26220362622036264,"34.263162689, -85.2142786499",GA,34.263162689,-85.2142786499
13117,Forsyth,"Forsyth, Georgia",115892,251.1,462363.4,0.9000575849987024,0.06266626654554892,89.63777777777777,69.2025,0.2292827945001858,"34.225546386, -84.1250173789",GA,34.225546386,-84.1250173789
13119,Franklin,"Franklin, Georgia",46278,247.8,39863.3,0.11313277654678712,0.25187489347196185,90.902,76.952,0.23312236286919832,"34.3754273152, -83.2291886374",GA,34.3754273152,-83.2291886374
13121,Fulton,"Fulton, Georgia",79588,251.1,1866535.5,0.9891267678490436,0.18418897289516792,67.19847715736041,37.40014705882353,0.2908370916290837,"33.7902830104, -84.4669897339",GA,33.7902830104,-84.4669897339
13123,Gilmer,"Gilmer, Georgia",51614,247.8,62567.1,0.12306134076090397,0.17974931949104261,98.538,92.37,0.23333333333333334,"34.6911781057, -84.4556269832",GA,34.6911781057,-84.4556269832
